1225,4,,,
7354,8,,,
12833,3,,,
12832,87,,,
12831,11,,,
12830,664,,,
12837,30,,,
12836,75,,,
8019,14,,,
8018,8,,,
8017,6,,,
8016,76,,,
8015,19,,,
8546,95,,,
8541,19,,,
8012,13,,,
8011,20,,,
1222,237,,,
7456,14,,,
2037,34,,,
7454,29,,,
7455,83,,,
7452,111,,,
1221,16,,,
7450,25,,,
2740,10,,,
1220,10,,,
2743,8997,,,
7458,12,,,
7459,4,,,
2742,5,,,
4596,94,,,
2032,36,,,
13603,10,,,
2331,6,,,
2747,19,,,
4733,5,,,
2030,3,,,
4730,28,,,
10884,25,,,
4844,4,,,
10886,22,,,
4731,6,,,
10880,8,,,
10881,121,,,
10882,3,,,
10883,6,,,
4736,7,,,
1228,3,,,
10888,13,,,
10889,134,,,
12877,18,,,
13606,11,,,
2332,11,,,
4599,7,,,
13605,44,,,
6537,6,,,
2319,20,,,
6534,2,,,
6535,5,,,
4842,8,,,
8295,8,,,
5228,26,,,
12876,29,,,
4738,21,,,
8294,4,,,
6647,2,,,
13608,5,,,
8297,9,,,
8296,37,,,
393,356,,,
392,12,,,
391,21,,,
390,6,,,
397,8,,,
396,20,,,
395,592,,,
394,16,,,
399,109,,,
398,5,,,
2309,23,,,
2308,240,,,
13618,8,,,
4728,128,,,
4725,18,,,
4724,83,,,
2303,13,,,
13617,11,,,
13610,11,,,
2304,89,,,
4723,520,,,
2306,173,,,
5847,6,,,
11288,772,,,
5845,259,,,
5844,28,,,
5843,47,,,
5842,84,,,
5841,10,,,
5840,108,,,
11281,49,,,
11280,73,,,
11283,60,,,
2335,22,,,
11285,5,,,
11284,52,,,
11287,4,,,
5848,28,,,
3748,502,,,
3749,34,,,
3746,10,,,
3747,7,,,
3744,3,,,
3745,5,,,
3742,1,,,
3743,35,,,
3740,9,,,
3741,12,,,
4620,4,,,
13530,76,,,
4622,48,,,
13532,708,,,
4624,446,,,
13534,223,,,
4626,366,,,
4627,51,,,
4628,11,,,
4629,19,,,
12778,13,,,
14539,13,,,
11757,4,,,
11756,399,,,
11755,321,,,
11754,13,,,
11753,37,,,
11752,6,,,
11751,17,,,
11750,164,,,
14409,8,,,
14169,32,,,
11759,32,,,
11758,10,,,
11014,15,,,
14168,6,,,
12872,3,,,
14535,6,,,
11016,6,,,
7046,22,,,
14537,4,,,
12242,29,,,
10461,6,,,
14531,6,,,
5209,3,,,
11012,22,,,
13289,106,,,
178,4,,,
13287,65,,,
176,23,,,
175,9,,,
13284,11,,,
173,89,,,
172,69,,,
13281,27,,,
3776,17,,,
2062,6,,,
11992,5,,,
12243,384,,,
11995,7,,,
11994,6,,,
10513,5,,,
11997,51,,,
14164,478,,,
14158,5,,,
10390,10,,,
10391,29,,,
10392,187,,,
10393,23,,,
10394,16,,,
10395,23,,,
10396,22,,,
10397,12,,,
10398,69,,,
10399,6,,,
7043,14,,,
7218,901,,,
7219,48,,,
13545,9,,,
7210,21,,,
7211,3,,,
7212,20,,,
7213,10,,,
7214,4,,,
7215,65,,,
7216,9,,,
7217,5,,,
6217,44,,,
12227,56,,,
12224,11,,,
6214,7,,,
12222,75,,,
12223,88,,,
6211,17,,,
6210,104,,,
13540,4,,,
6219,58,,,
12229,52,,,
6819,23,,,
6818,63,,,
4653,10,,,
6811,5,,,
6810,19,,,
6813,5,,,
6812,173,,,
6815,3,,,
6814,45,,,
10516,5,,,
6816,4,,,
9757,71,,,
9756,25,,,
9755,36,,,
9754,11,,,
9753,279,,,
9752,26,,,
9751,28,,,
9750,3,,,
10574,280,,,
10575,4,,,
10576,22,,,
10577,1313,,,
10570,30,,,
10571,12,,,
9759,7,,,
10573,212,,,
8913,120,,,
4659,29,,,
4658,4,,,
8848,3,,,
8849,15,,,
2063,6,,,
8840,12,,,
8841,26,,,
8842,6,,,
8843,156,,,
8844,5,,,
8845,87,,,
8846,3,,,
8847,4,,,
8531,29,,,
13384,2,,,
6703,3,,,
8914,12,,,
11848,24,,,
7669,36,,,
7668,481,,,
12667,4,,,
7661,1877,,,
7660,10,,,
7663,4,,,
7662,6,,,
7665,26,,,
7664,14,,,
7667,62,,,
7666,346,,,
8919,21,,,
9632,10,,,
1768,6,,,
1769,58,,,
1762,17,,,
1763,53,,,
1760,7,,,
1761,20,,,
1766,11,,,
1767,10,,,
1764,5,,,
1765,51,,,
11191,3,,,
11190,4,,,
13309,7,,,
12010,5,,,
14344,4,,,
11195,21,,,
11194,4,,,
1546,1193,,,
11118,105,,,
1544,5,,,
691,123,,,
696,83,,,
697,49,,,
1540,4,,,
695,4,,,
11111,5,,,
14470,83,,,
11113,455,,,
14472,113,,,
11115,16,,,
14474,124,,,
1548,124,,,
1549,5,,,
8710,33,,,
8711,5,,,
8712,3,,,
8713,54,,,
8714,376,,,
8715,7,,,
8716,106,,,
8717,156,,,
8718,162,,,
8719,5,,,
13841,23,,,
13840,159,,,
13843,7,,,
13842,15,,,
13845,4,,,
13844,8,,,
13847,56,,,
13846,8,,,
13849,24,,,
13307,11,,,
2631,6,,,
11762,8,,,
7880,55,,,
13385,3,,,
7883,6,,,
3882,3,,,
5618,1043,,,
11761,534,,,
13304,6,,,
5612,7,,,
5613,117,,,
5610,81,,,
5611,49,,,
5616,12,,,
12660,86,,,
5614,17,,,
7884,17,,,
5717,4,,,
11764,19,,,
12749,7,,,
7886,13,,,
12661,2,,,
11568,3,,,
11569,19,,,
11560,21,,,
11561,12,,,
11562,4,,,
11563,11,,,
11564,84,,,
11565,23,,,
11566,23,,,
11567,4,,,
7118,6,,,
10252,3,,,
4669,5,,,
10703,12,,,
9525,3,,,
9526,8,,,
1724,6,,,
10700,22,,,
10707,24,,,
9521,6,,,
9522,9,,,
9523,10,,,
6778,58,,,
6779,28,,,
6774,4,,,
6775,30,,,
6776,21,,,
6777,6,,,
6770,24,,,
6771,149,,,
6772,311,,,
6773,9,,,
9964,5,,,
9965,8,,,
9966,5,,,
9967,92,,,
9960,8,,,
9961,21,,,
9962,34,,,
9963,232,,,
2792,4,,,
9968,7,,,
9969,5,,,
4664,5,,,
258,136,,,
259,4,,,
365,5,,,
252,12,,,
253,985,,,
250,6,,,
251,3,,,
256,15,,,
257,235,,,
254,96,,,
255,30,,,
12039,234,,,
12038,20,,,
12033,59,,,
12032,71,,,
12031,32,,,
12030,10,,,
12037,12,,,
12036,13,,,
12035,58,,,
12034,3,,,
9508,67,,,
9509,15,,,
9502,288,,,
9503,29,,,
9500,7,,,
9501,5,,,
9506,7,,,
9507,35,,,
9504,574,,,
9505,25,,,
363,28,,,
3689,9,,,
3688,25,,,
3583,6,,,
3683,5,,,
3682,34,,,
3681,4,,,
3680,35,,,
3687,3,,,
3686,18,,,
3685,251,,,
360,5,,,
2518,6,,,
2519,21,,,
2514,6,,,
2515,16,,,
2516,18,,,
2517,64,,,
2510,42,,,
2511,7,,,
2512,379,,,
2513,5,,,
361,7,,,
3531,78,,,
3530,82,,,
3533,5,,,
3532,4,,,
3535,17,,,
5059,25,,,
3537,10,,,
3536,8,,,
5054,30,,,
5055,68,,,
5056,10,,,
5057,19,,,
5050,12,,,
5051,9,,,
5052,252,,,
5053,4,,,
1092,25,,,
2794,13,,,
10761,92,,,
10760,4,,,
10763,63,,,
10762,76,,,
10765,5,,,
10764,23,,,
10767,13,,,
10766,64,,,
10769,5,,,
10768,4,,,
14642,5,,,
14643,58,,,
14864,171,,,
14865,6,,,
14646,54,,,
14647,24,,,
14860,122,,,
14645,5,,,
14648,4,,,
14649,42,,,
4165,11,,,
14868,41,,,
14869,384,,,
13895,21,,,
4663,10,,,
13892,6,,,
3587,1,,,
13893,6,,,
13070,16,,,
13071,79,,,
13072,6,,,
13073,12,,,
13074,8,,,
13075,71,,,
13076,6,,,
13077,35,,,
13078,289,,,
13079,186,,,
10589,5,,,
4160,3,,,
2699,33,,,
10041,5,,,
2698,5,,,
13898,6,,,
13899,6,,,
10185,5,,,
10184,3622,,,
10187,5,,,
10186,3,,,
10181,18,,,
10180,13,,,
10183,32,,,
10182,9,,,
10189,22,,,
10188,2,,,
1159,2,,,
1158,120,,,
1155,9,,,
1154,4,,,
1157,125,,,
1156,8,,,
1151,4,,,
1150,17,,,
1153,5,,,
1152,9,,,
2770,17,,,
13569,42,,,
8035,815,,,
8034,6,,,
8037,2,,,
8036,495,,,
8031,51,,,
8030,175,,,
8033,14,,,
8032,66,,,
11009,5,,,
8039,46,,,
8038,8,,,
12859,32,,,
12858,41,,,
8529,79,,,
12588,40,,,
12583,4,,,
12582,247,,,
8521,23,,,
12580,64,,,
8527,8,,,
12586,65,,,
8525,18,,,
12584,10,,,
13567,9,,,
10431,5,,,
10047,4,,,
12104,15,,,
13564,3,,,
4299,25,,,
4298,19,,,
10169,9,,,
11768,9,,,
4295,11,,,
4294,11,,,
4297,4,,,
4296,212,,,
4291,52,,,
13981,48,,,
4293,205,,,
13983,111,,,
3513,6,,,
1416,5,,,
7266,3,,,
10974,4,,,
3517,5,,,
13562,70,,,
10432,738,,,
6204,6,,,
13678,689,,,
13679,400,,,
1324,7,,,
6205,7,,,
13672,252,,,
13673,29,,,
4741,21,,,
13671,6,,,
4747,121,,,
13677,30,,,
13674,145,,,
13675,10,,,
10435,6,,,
12236,12,,,
5869,16,,,
5868,3,,,
1193,5,,,
5865,1,,,
5864,73,,,
5867,8,,,
5866,4,,,
5861,13,,,
5860,5,,,
5863,28,,,
5862,47,,,
12100,3,,,
6202,6,,,
2638,5,,,
12232,5,,,
2183,150,,,
2182,19,,,
2181,4,,,
2180,7,,,
2187,7,,,
2186,5,,,
13519,9,,,
2184,20,,,
4606,275,,,
13516,33,,,
2189,3,,,
4605,55,,,
4602,13,,,
13512,47,,,
4600,334,,,
13510,11,,,
6451,5,,,
6450,648,,,
12239,23,,,
13593,16,,,
12422,26,,,
6209,13,,,
12423,90,,,
8888,6,,,
9292,15,,,
6455,371,,,
12425,9,,,
151,13,,,
150,35,,,
153,3,,,
152,1218,,,
155,5,,,
6901,79,,,
157,4,,,
156,4,,,
159,5,,,
158,5,,,
6456,37,,,
163,3,,,
14626,16,,,
6459,45,,,
9293,120,,,
6458,4,,,
4200,6,,,
13910,5,,,
12587,1,,,
13917,3,,,
4207,5,,,
6187,5,,,
9290,5,,,
6185,12,,,
6184,3,,,
6183,12,,,
13915,9,,,
6181,7,,,
6180,136,,,
8133,5,,,
6189,5,,,
6188,137,,,
2727,4,,,
2726,3,,,
2725,156,,,
2724,94,,,
2723,14,,,
2722,33,,,
2721,7,,,
2720,6,,,
2729,542,,,
13445,294,,,
7236,30,,,
9190,7,,,
9193,823,,,
7947,36,,,
7940,27,,,
7941,6,,,
10378,861,,,
7231,28,,,
9199,11,,,
10377,62,,,
10374,4,,,
6801,4,,,
7948,24,,,
7949,55,,,
10370,29,,,
10371,123,,,
10563,13,,,
11250,54,,,
692,30,,,
6361,25,,,
10561,8,,,
9747,9,,,
12208,102,,,
6238,123,,,
12204,168,,,
10567,15,,,
12206,9,,,
6236,29,,,
6231,1760,,,
12201,25,,,
12202,5,,,
6232,10,,,
10565,12,,,
10854,1,,,
9297,6,,,
10518,140,,,
10519,19,,,
9779,18471,,,
9778,5,,,
3087,6,,,
90,4,,,
10512,66,,,
9774,3,,,
10510,6,,,
10511,1548,,,
9771,134,,,
9770,527,,,
9773,6,,,
9772,26,,,
8866,7,,,
8867,90,,,
8864,555,,,
690,11,,,
8862,25,,,
8863,15,,,
8860,233,,,
8861,9,,,
5182,8,,,
8868,67,,,
8869,19,,,
818,9,,,
819,2,,,
2296,9,,,
4541,5,,,
810,66,,,
811,33,,,
812,6,,,
813,280,,,
814,109,,,
815,6,,,
816,16,,,
817,104,,,
3495,517,,,
9295,10,,,
12701,5,,,
1700,57,,,
5266,47,,,
5265,8,,,
5264,10,,,
1704,36,,,
5262,138,,,
1706,6,,,
1707,85,,,
14181,49,,,
1709,423,,,
14183,42,,,
14182,10,,,
14185,56,,,
13403,133,,,
14187,149,,,
14186,11,,,
4573,286,,,
2091,7,,,
4575,30,,,
6364,48,,,
4576,4,,,
2092,21,,,
11137,4,,,
11136,651,,,
14455,168,,,
14326,64,,,
14321,91,,,
14452,98,,,
14451,39,,,
11130,9,,,
14329,26,,,
14328,6,,,
11139,860,,,
14458,27,,,
9593,7,,,
3029,34,,,
3028,21,,,
3027,18,,,
3026,22,,,
3025,9,,,
3024,22,,,
3023,274,,,
3022,1,,,
3021,197,,,
3020,527,,,
8738,8,,,
8739,220,,,
8736,63,,,
8737,27,,,
8734,193,,,
8735,5,,,
8732,5,,,
8733,14,,,
8730,26,,,
8731,24,,,
9905,4,,,
13869,7,,,
13868,137,,,
4196,13,,,
4197,50,,,
4194,105,,,
13864,122,,,
13863,46,,,
4193,10,,,
4190,717,,,
4191,87,,,
5670,24,,,
5671,57,,,
5672,36,,,
5673,5,,,
5674,58,,,
5675,12,,,
5676,327,,,
5677,11,,,
5678,4,,,
5679,32,,,
346,52,,,
6240,3,,,
347,5,,,
698,5,,,
8902,3,,,
12446,25,,,
12447,176,,,
6435,156,,,
6434,134,,,
12442,8,,,
8197,14,,,
6431,6,,,
6430,73,,,
8198,9,,,
8199,57,,,
11642,6,,,
6439,28,,,
6438,376,,,
13734,7,,,
11645,3,,,
9391,6,,,
6758,7,,,
6759,22,,,
6752,31,,,
6753,22,,,
6750,5,,,
6751,20,,,
6756,18,,,
6757,4,,,
6754,47,,,
6755,8,,,
9942,28,,,
9943,311,,,
9940,6,,,
9941,4,,,
9946,47,,,
9947,9,,,
9944,192,,,
9945,30,,,
343,2,,,
9948,22,,,
9949,8,,,
6245,5,,,
9390,5,,,
10342,18,,,
7679,5,,,
10307,5,,,
12051,26,,,
12050,17,,,
12053,26,,,
12052,9,,,
12055,34,,,
239,18,,,
12057,223,,,
12056,55,,,
234,28,,,
235,37,,,
236,8,,,
6246,6,,,
230,10,,,
231,31,,,
232,6,,,
233,1602,,,
4680,23,,,
5543,9,,,
475,4,,,
10694,8,,,
8740,2,,,
9372,4,,,
12268,27,,,
10305,6,,,
10697,3,,,
10304,2,,,
2538,14,,,
2539,32,,,
2532,6,,,
2533,29,,,
2530,8,,,
2531,5,,,
2536,12,,,
2537,6,,,
2534,29,,,
2535,5,,,
4187,9,,,
4238,3,,,
12851,2,,,
10060,4,,,
5079,3,,,
5072,253,,,
5073,18,,,
5070,120,,,
5071,88,,,
5076,57,,,
5077,4,,,
5074,49,,,
5075,113,,,
4186,10,,,
2714,4,,,
9560,21,,,
9561,41,,,
939,15,,,
938,38,,,
9564,2,,,
9565,4,,,
10749,63,,,
10748,34,,,
10747,6,,,
9569,133,,,
931,3,,,
10744,54,,,
937,23,,,
936,3,,,
935,12,,,
10740,5,,,
5380,864,,,
14669,528,,,
5382,89,,,
5383,3,,,
14848,8,,,
14849,8,,,
5386,115,,,
11839,17,,,
14660,641,,,
5389,65,,,
14662,130,,,
14663,87,,,
11832,95,,,
11833,306,,,
14842,19,,,
14843,340,,,
13373,5,,,
10794,31,,,
1754,10,,,
12852,6,,,
13098,51,,,
13099,237,,,
13096,3,,,
13097,5,,,
13094,4,,,
13095,8,,,
13092,4,,,
13093,157,,,
13090,11,,,
13091,6,,,
7066,5,,,
25,4,,,
1176,10,,,
3227,2,,,
4688,3,,,
9862,5,,,
9384,5,,,
9385,14,,,
795,4,,,
9387,8,,,
793,836,,,
9381,47,,,
9382,3,,,
9383,405,,,
9388,235,,,
9389,118,,,
799,4,,,
798,6,,,
2412,4,,,
14832,11,,,
2415,39,,,
2414,24,,,
11186,4,,,
13773,84,,,
1139,8,,,
1138,3,,,
2141,5,,,
4063,10,,,
1133,9,,,
1132,47,,,
1131,9,,,
2140,10,,,
1137,7,,,
1136,36,,,
1135,102,,,
20,6,,,
1911,14,,,
4974,5,,,
4061,8,,,
9864,4,,,
2418,54,,,
4066,58,,,
12856,11,,,
4067,30,,,
2452,3,,,
7148,89,,,
4064,14,,,
7144,6,,,
7145,19,,,
7146,13,,,
7147,351,,,
7140,8,,,
7141,10,,,
7142,25,,,
7143,5,,,
2827,4,,,
4972,2,,,
4973,8,,,
4068,13,,,
8053,13,,,
8500,5,,,
8051,18,,,
13778,9,,,
12873,19,,,
8504,62,,,
8507,7,,,
12870,14,,,
8509,127,,,
8508,16,,,
8059,6,,,
8058,4,,,
12879,5,,,
12878,95,,,
13585,5,,,
2882,67,,,
2883,7,,,
7498,117,,,
2881,99,,,
2886,5,,,
2887,127,,,
2884,12,,,
2885,54,,,
7492,6,,,
7493,93,,,
2888,32,,,
7491,3,,,
7496,16,,,
7497,22,,,
7494,50,,,
7495,2,,,
2,6,,,
13586,11,,,
10347,5,,,
10143,1,,,
12265,4,,,
13587,21,,,
11168,122,,,
10455,8,,,
11169,375,,,
1920,2,,,
3277,6,,,
1922,4,,,
477,4,,,
14404,5,,,
3275,7,,,
11165,7,,,
1924,18,,,
4007,6,,,
14406,3,,,
11417,6,,,
1925,15,,,
11167,6,,,
1926,764,,,
14400,5,,,
1927,5,,,
11161,30,,,
13650,43,,,
13651,20,,,
4763,29,,,
13653,1790,,,
13654,54,,,
4764,41,,,
13656,38,,,
13657,22,,,
13658,31,,,
4768,10,,,
14403,5,,,
11249,1811,,,
11248,5,,,
6588,5,,,
11245,150,,,
11244,6,,,
11247,24,,,
11246,48,,,
11241,5,,,
11240,5,,,
11243,5,,,
11242,8,,,
678,8,,,
5809,65,,,
8766,9,,,
14055,7,,,
5803,4,,,
5802,11,,,
5801,24,,,
5800,231,,,
5807,58,,,
5806,42,,,
5805,105,,,
5804,136,,,
1573,13,,,
1572,10,,,
1423,9,,,
1571,6,,,
10346,16,,,
11799,5,,,
686,29,,,
14885,6,,,
11793,41,,,
1577,12,,,
11791,13,,,
11790,11,,,
11797,1,,,
11796,408,,,
11795,13,,,
8768,5,,,
10458,7,,,
7360,2,,,
1575,7,,,
1574,5,,,
10557,23,,,
6935,2,,,
3313,9,,,
3,202,,,
6308,3,,,
4888,41,,,
10355,47,,,
10356,5,,,
10357,480,,,
2709,6,,,
12310,17,,,
675,8,,,
10353,48,,,
4880,9,,,
4881,107,,,
2707,6,,,
2706,38,,,
10358,17,,,
2700,67,,,
4886,25,,,
2702,9,,,
7962,484,,,
7963,19,,,
7960,144,,,
10689,20,,,
7966,205,,,
7967,6,,,
9179,605,,,
9178,88,,,
9177,4,,,
9176,42,,,
10680,23,,,
10681,19,,,
10686,6,,,
9172,14,,,
10684,64,,,
10685,364,,,
13222,5,,,
13225,5,,,
6114,64,,,
6259,5,,,
6258,10,,,
10345,5,,,
6939,14,,,
6115,48,,,
12262,8,,,
6252,60,,,
12260,108,,,
12261,153,,,
6257,61,,,
6256,7,,,
6255,8,,,
8548,37,,,
10530,15,,,
10531,96,,,
10532,7,,,
12746,3,,,
10534,7,,,
12835,28,,,
10536,363,,,
10537,423,,,
10538,20,,,
2411,24,,,
12834,4,,,
14947,53,,,
6111,6,,,
8545,5,,,
9719,12,,,
9718,1,,,
12743,491,,,
8544,5,,,
9713,30,,,
9712,100,,,
9711,3,,,
9710,261,,,
9717,5,,,
9716,9,,,
9715,61,,,
9714,167,,,
3474,7,,,
3475,25,,,
830,32,,,
3477,66,,,
836,118,,,
14943,7,,,
3472,4,,,
835,35,,,
8884,117,,,
8885,551,,,
8886,64,,,
839,222,,,
3478,89,,,
8881,33,,,
8882,347,,,
8883,4,,,
8543,27,,,
8010,24,,,
1395,58,,,
11623,15,,,
10925,248,,,
7457,6,,,
2175,3,,,
14948,5,,,
4249,7,,,
11622,9,,,
7453,4,,,
9007,3,,,
5249,5,,,
5248,26,,,
1728,5,,,
1729,43,,,
5245,49,,,
5244,83,,,
5247,5,,,
1725,153,,,
5241,19,,,
1723,8,,,
1720,268,,,
1721,11,,,
13135,20,,,
13134,16,,,
13137,12,,,
13136,23,,,
13131,4,,,
13130,4,,,
13133,13,,,
13132,224,,,
10228,31,,,
11621,26,,,
13139,17,,,
13138,21,,,
9002,3,,,
7283,10,,,
5624,30,,,
7025,9,,,
7282,7,,,
9000,5,,,
7281,5,,,
14303,10,,,
3311,26,,,
14301,373,,,
3006,5,,,
3001,9,,,
3000,35,,,
14305,38,,,
3002,20,,,
7935,57,,,
14309,22,,,
14308,4,,,
3009,64,,,
3008,40,,,
7286,23,,,
6300,16,,,
1588,17,,,
7028,28,,,
7937,38,,,
8492,6,,,
1582,466,,,
1583,56,,,
1580,5,,,
1581,151,,,
1586,9,,,
1587,5,,,
1584,13,,,
3314,19,,,
10673,24,,,
9009,3,,,
9107,3,,,
9008,83,,,
11894,5,,,
9456,37,,,
1635,6,,,
7288,106,,,
9450,4,,,
9451,74,,,
9100,4,,,
5658,108,,,
5659,33,,,
5656,9,,,
5657,41,,,
11895,1,,,
9453,15,,,
5652,5,,,
5653,10,,,
5650,44,,,
5651,26,,,
4453,5,,,
12480,6,,,
13343,5,,,
4451,5,,,
13341,74,,,
13163,1,,,
4457,3,,,
13347,24,,,
13344,6,,,
6224,1,,,
4454,77,,,
13948,2,,,
13348,20,,,
12486,9,,,
4458,3,,,
6419,20,,,
6418,247,,,
12464,802,,,
6414,147,,,
12466,52,,,
6416,28,,,
12460,28,,,
6410,26,,,
6413,7,,,
12463,6,,,
7777,29,,,
7776,10,,,
7775,7,,,
7774,15,,,
7773,21,,,
7772,173,,,
7771,5,,,
7770,15,,,
12487,8,,,
7779,16,,,
7778,6,,,
3917,48,,,
3916,9,,,
3915,10,,,
3914,44,,,
3913,24,,,
3912,70,,,
3911,5,,,
3910,31,,,
3919,7,,,
3918,17,,,
8314,152,,,
6731,48,,,
6732,7,,,
8317,317,,,
8310,11,,,
6735,197,,,
6736,9,,,
8313,75,,,
6738,15,,,
6739,190,,,
8318,2,,,
8319,26,,,
10885,24,,,
10212,2,,,
13167,73,,,
9928,6,,,
9929,5,,,
10887,6,,,
4834,17,,,
9920,7,,,
9921,3,,,
9922,4,,,
9923,17,,,
9924,26,,,
9925,42,,,
9926,6,,,
9927,65,,,
216,5,,,
217,23,,,
214,7,,,
215,11,,,
212,3,,,
213,16,,,
210,13,,,
211,24,,,
5992,4,,,
14930,29,,,
218,94,,,
219,7,,,
4837,4,,,
6088,233,,,
6089,16,,,
12077,24,,,
6087,16,,,
12075,961,,,
12074,6,,,
12073,65,,,
12072,36,,,
6080,129,,,
12070,23,,,
11573,29,,,
3285,6,,,
5998,41,,,
4836,3,,,
3097,10,,,
2784,3,,,
5941,5,,,
3649,162,,,
3648,31,,,
3647,5,,,
3646,5,,,
3645,297,,,
3644,69,,,
3643,9,,,
3642,6,,,
3641,5,,,
3640,18,,,
2550,5,,,
2551,7,,,
2552,54,,,
2553,405,,,
2554,5,,,
2555,12,,,
2556,11,,,
2557,62,,,
2558,5,,,
2559,451,,,
11476,27,,,
11477,68,,,
11474,5,,,
11475,71,,,
11472,42,,,
11473,26,,,
11470,9,,,
11471,51,,,
11478,280,,,
11479,17,,,
5010,39,,,
5011,164,,,
5012,6,,,
5013,12,,,
5014,9,,,
5015,1,,,
5016,5,,,
5017,22,,,
5018,9,,,
5019,4,,,
9153,6,,,
69,6,,,
7792,10,,,
3281,8,,,
4419,8,,,
4418,8,,,
13306,206,,,
4416,33,,,
4415,31,,,
4414,29,,,
4413,135,,,
13303,3,,,
13300,74,,,
4410,5,,,
919,44,,,
918,118,,,
9548,6,,,
9549,45,,,
915,41,,,
914,6,,,
9544,148,,,
9545,95,,,
911,107,,,
9543,128,,,
9540,36,,,
912,74,,,
14828,1,,,
14829,11,,,
14822,4,,,
14823,22,,,
14820,6,,,
14821,4,,,
14826,201,,,
14827,295,,,
14824,237,,,
14825,24,,,
4679,6,,,
14855,4,,,
8024,7,,,
14854,19,,,
12839,9,,,
13,7,,,
4086,62,,,
11814,447,,,
11815,33,,,
11816,5,,,
11817,10,,,
11810,30,,,
11811,11,,,
11812,406,,,
11813,9,,,
13946,25,,,
796,10,,,
11818,7,,,
11819,43,,,
12838,27,,,
4087,2,,,
10645,17,,,
509,5,,,
2852,21,,,
7168,14,,,
7169,50,,,
6433,1,,,
7162,29,,,
7163,14,,,
7160,34,,,
7161,126,,,
7166,14,,,
7167,4,,,
7164,5,,,
7165,4,,,
12205,5,,,
794,27,,,
8079,33,,,
8078,253,,,
693,3,,,
12899,68,,,
12898,3,,,
631,7,,,
8071,8,,,
8070,5,,,
12897,4,,,
12896,840,,,
8075,7,,,
12890,67,,,
8077,84,,,
10902,26,,,
10088,6,,,
1211,364,,,
1605,4,,,
1216,10,,,
1217,40,,,
12165,8,,,
1806,26,,,
636,25,,,
12164,9,,,
637,11,,,
5870,5,,,
6336,28,,,
1447,456,,,
1110,10,,,
1113,152,,,
1444,29,,,
1443,8,,,
1442,4,,,
1441,7,,,
1440,14,,,
1119,100,,,
1118,7,,,
12,75,,,
1449,13,,,
1448,14,,,
8889,11,,,
4859,11,,,
2731,15,,,
4858,8,,,
12200,20,,,
791,5,,,
4857,5,,,
6047,14,,,
4584,6,,,
4729,5,,,
4587,130,,,
13619,9,,,
